poll_id,date,title,topics,committees,drucksache_pdf,intro
6311,2025-11-06,Mietwuchergesetz,"Raumordnung, Bau- und Wohnungswesen|Recht",Ausschuss für Recht und Verbraucherschutz,https://dserver.bundestag.de/btd/21/001/2100134.pdf,"Der Gesetzentwurf der Fraktion Die Linke für ein ""Mietwuchergesetz“ wurde im Bundestag abgelehnt. Empfohlen wurde die Ablehnung auch in einer entsprechenden Beschlussempfehlung des Ausschusses für Recht und Verbraucherschutz . Die Linksfraktion begründet den Gesetzentwurf mit der anhaltend hohen Wohnungsnachfrage vor allem in Ballungsräumen, die vielerorts zu Mieten deutlich oberhalb der ortsüblichen Vergleichsmiete führe und Mieter:innen mangels Alternativen in Verträge mit unangemessen hohen Mietpreisen dränge. Da die bisherigen zivilrechtlichen Mittel nicht ausreichen würden, müsse unter anderem § 5 des Wirtschaftsstrafgesetzes verschärft werden. Das schwer nachweisbare Tatbestandsmerkmal der „Ausnutzung“ eines geringen Angebots solle entfallen und die Unangemessenheit der Miete stattdessen an einem objektiven Kriterium, dem geringen Angebot, festgemacht werden. Zugleich solle der Bußgeldrahmen von derzeit maximal 50.000 Euro auf 100.000 Euro steigen. Der Gesetzentwurf wurde mit 440 Gegenstimmen abgelehnt . 131 Abgeordnete stimmten dafür, es gab keine Enthaltungen."
6315,2025-11-06,Änderung der internationalen Gesundheitsvorschriften,Gesundheit,Ausschuss für Gesundheit,https://dserver.bundestag.de/btd/21/015/2101508.pdf,"Der Gesetzentwurf der Bundesregierung zur Änderung der Internationalen Gesundheitsvorschriften wurde im Bundestag angenommen. Zum Gesetzentwurf lag eine Beschlussempfehlung des Gesundheitsausschusses vor, der die Annahme des Gesetzentwurfs empfiehlt. Der Gesetzentwurf zielt darauf ab, dass Deutschland an die Änderungen der Internationalen Gesundheitsvorschriften (IGV) der Weltgesundheitsorganisation (WHO) rechtlich gebunden wird, die von der 77. Weltgesundheitsversammlung beschlossen wurden. Diese Vorschriften gelten als zentrales internationales Instrument zur Bekämpfung grenzüberschreitender Gesundheitsgefahren. Erfahrungen aus jüngsten Gesundheitskrisen, insbesondere der Covid-19-Pandemie, hätten gezeigt, dass die bestehenden IGV in Hinblick auf die internationale Koordinierung von Pandemiereaktionen überarbeitet werden müssen. Zu den wesentlichen Änderungen zählt die Einführung des neuen Begriffs „pandemische Notlage“. Zudem sollen „Gerechtigkeit“ und „Solidarität“ als grundlegende Prinzipien in die IGV aufgenommen werden. Ziel der Reformen ist es, die Unterstützung der WHO für die Mitgliedsstaaten bei Gesundheitsschutzmaßnahmen zu stärken, beispielsweise durch leichteren Zugang zu wichtigen Medikamenten und medizinischen Produkten. Außerdem soll die Zusammenarbeit und gegenseitige Unterstützung der Staaten im Rahmen der von der WHO koordinierten Schutzmaßnahmen verbessert werden. Der Gesetzentwurf wurde mit 428 Ja-Stimmen angenommen . 131 Abgeordnete stimmten dagegen, darunter neben den Abgeordneten aus der AfD-Fraktion auch Saskia Ludwig aus der Fraktion der CDU. Es gab keine Enthaltungen."
6316,2025-11-06,Keine Einschränkung der medizinischen Versorgung von Ausländer:innen (Beschlussempfehlung),Gesundheit|Migration und Aufenthaltsrecht,Ausschuss für Gesundheit,https://dserver.bundestag.de/btd/21/017/2101750.pdf,"Der Antrag der AfD-Fraktion mit dem Namen ""Zurückführung der medizinischen Versorgung von Ausländern auf das verfassungsrechtlich gebotene Minimum – Orientierung am dänischen Modell"" wurde vom Bundestag abgelehnt. Namentlich abgestimmt wurde über eine Beschlussempfehlung des Gesundheitsausschusses , in der die Ablehnung des Antrags empfohlen wurde. In ihrem Antrag fordert die AfD-Fraktion, dass Asylbewerber:innen künftig keine Gesundheitsleistungen mehr erhalten sollen, die über die Sicherung der Gesundheit in akuten Notfällen hinausgehen. Darunter fallen beispielsweise psychotherapeutische Angebote und die Behandlung chronischer Erkrankungen. Als Vorbild diene Dänemark, wo nur noch akute Notfallbehandlungen, Schmerztherapie und lebensbedrohliche oder nicht aufschiebbare medizinische Maßnahmen für Asylsuchende ergriffen werden. Die Reduktion auf ein Minimum der medizinischen Leistungen soll laut Antrag künftig unabhängig von der Dauer des Aufenthalts in Deutschland für alle Asylbewerber:innen gelten. Die Beschlussempfehlung wurde mit 434 Gegenstimmen angenommen . 126 Abgeordnete stimmten dafür, es gab keine Enthaltungen. Der Antrag wurde somit abgelehnt."
6318,2025-11-13,Beteiligung der Bundeswehr an der Operation SEA GUARDIAN im Mittelmeer verlängern,Außenpolitik und internationale Beziehungen|Verteidigung,Auswärtiger Ausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/21/020/2102069.pdf,"Der Bundestag hat einer Verlängerung des Ende November auslaufenden Mandats für die weitere Beteiligung der Bundeswehr an der NATO-Operation SEA GUARDIAN im Mittelmeer zugestimmt. Zuletzt war über eine Verlängerung um ein Jahr im Januar 2025 namentlich abgestimmt worden. Wie bisher sollen bis zu 550 Soldat:innen für die Überwachung des Seegebiets im Mittelmeerraum, die Bekämpfung von Terrorismus und die Verhinderung von Waffenschmuggel eingesetzt werden. Zu dem Antrag der Bundesregierung lag eine Beschlussempfehlung des Auswärtigen Ausschusses vor, über die namentlich abgestimmt wurde. Die Beschlussempfehlung schlägt die Annahme des Antrags vor. Außerdem hat der Haushaltsausschuss einen Bericht zu der Vereinbarkeit des Antrages mit der Haushaltslage des Bundes veröffentlicht. Die Beschlussempfehlung und damit auch der Antrag wurden mit 387 Stimmen angenommen . 169 Abgeordnete stimmten dagegen, es gab drei Enthaltungen von Jan Dieren (SPD), Ruppert Stüwe (SPD) sowie Corinna Rüffer (BÜNDNIS 90/DIE GRÜNEN). Der Grünen-Abgeordnete Max Lucks stimmte als einziger seiner Fraktion mit Nein."
6319,2025-11-13,Weitere Bundes­wehrbeteiligung an der EU-Mission EUNAVFOR MED IRINI im Mittelmeer,Außenpolitik und internationale Beziehungen|Verteidigung,Auswärtiger Ausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/21/020/2102068.pdf,"Der Bundestag hat der Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der durch die EU geführten Operation EUNAVFOR MED IRINI im Mittelmeer um ein weiteres Jahr zugestimmt. Das aktuelle Mandat läuft im November 2025 aus und war zuletzt im Januar 2025 in namentlicher Abstimmung verlängert worden. Ziel der Operation sei weiterhin die Durchsetzung des Waffenembargos der Vereinten Nationen gegen Libyen und die Unterbindung von Menschenschmuggel und illegalen Öl-Exporten. Außerdem soll die Bundeswehr mit bis zu 300 Soldat:innen Aufgaben wie die Seeraumüberwachung und -aufklärung übernehmen. Zu dem Antrag der Bundesregierung lag eine Beschlussempfehlung des Auswärtigen Ausschusses vor, über welche namentlich abgestimmt und worin die Annahme des Antrags empfohlen wurde. Außerdem hat der Haushaltsausschuss einen Bericht zu der Vereinbarkeit des Antrags mit der Haushaltslage des Bundes veröffentlicht. Die Beschlussempfehlung und damit auch der Antrag wurden mit 313 Ja-Stimmen zu 182 Nein-Stimmen bei 69 Enthaltungen angenommen . Enthalten haben sich bis auf neun Abgeordnete die gesamte Fraktion von BÜNDNIS 90/DIE GRÜNEN sowie die SPD-Abgeordneten Jan Dieren und Ruppert Stüwe ."
6323,2025-11-13,Modernisierung und Digitalisierung der Bekämpfung von Schwarzarbeit,"Arbeit und Beschäftigung|Innere Sicherheit|Wissenschaft, Forschung und Technologie",Finanzausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/21/019/2101930.pdf,"Im Bundestag wurde ein Gesetzentwurf der Bundesregierung zur Modernisierung und Digitalisierung der Schwarzarbeitsbekämpfung verabschiedet. Der Gesetzentwurf zielt darauf ab, die Finanzkontrolle Schwarzarbeit (FKS) der Zollverwaltung effizienter und wirksamer zu gestalten. Kern soll dabei ein stärker risikobasierter Ansatz mit automatisiertem Datenabgleich sein, indem große Datenmengen ausgewertet werden, um mögliche Risiken für das Auftreten von Schwarzarbeit besser erkennen und rechtstreue Betriebe entlasten zu können. Dazu soll auch KI von den Behörden eingesetzt werden. Prüfungen und Identitätskontrollen werden laut Gesetzentwurf zukünftig digitaler und schneller ablaufen. Die FKS soll ihre Ressourcen stärker auf organisierte Kriminalität und organisierte Formen der Schwarzarbeit ausrichten und dafür in den polizeilichen Informationsverbund eingebunden werden. Zudem sollen die Straf- und Bußgeldregeln praxistauglicher und die Ermittlungsbefugnisse der Zollverwaltung erweitert werden. Erweiterte Befugnisse für den Kampf gegen Schwarzarbeit erhalten zukünftig auch die Landesbehörden. Die durch die neuen Maßnahmen entstehenden Mehreinnahmen für die öffentlichen Haushalte werden bis 2029 auf rund 858,4 Mio. Euro geschätzt. Zu dem Gesetzentwurf lag eine Beschlussempfehlung des Finanzausschusses vor, worin die Annahme des Gesetzentwurfs in geänderter Fassung empfohlen wurde. Außerdem hat der Haushaltsausschuss einen Bericht zur Finanzierbarkeit vorgelegt. Der Gesetzentwurf der Bundesregierung wurde mit 322 Stimmen angenommen . 50 Abgeordnete stimmten dagegen, es gab 207 Enthaltungen aus den Fraktionen von BÜNDNIS 90/DIE GRÜNEN und AfD . Gerrit Huy (AfD) stimmte für den Gesetzentwurf, Ronald Gläser (AfD) und Georg Schroeter (AfD) stimmten mit Nein."
6324,2025-11-13,Energiesteuer- und Stromsteuergesetz (Änderungsantrag),"Energie|Öffentliche Finanzen, Steuern und Abgaben",,https://dserver.bundestag.de/btd/21/027/2102760.pdf,"Ein Änderungsantrag der Fraktion BÜNDNIS 90/DIE GRÜNEN zu dem Gesetzentwurf der Bundesregierung zur Änderung des Energiesteuer- und Stromsteuergesetzes wurde im Bundestag abgelehnt. Der ursprüngliche Gesetzentwurf der Bundesregierung sieht unter anderem vor, die Fortsetzung der Stromsteuersenkung auf das EU-rechtliche Minimum für Unternehmen des produzierenden Gewerbes und der Land- und Forstwirtschaft weiterhin zu gewährleisten. Außerdem sollen durch den Gesetzentwurf Vereinfachungen im Bereich der Elektromobilität ermöglicht werden. Viele Gesetzesänderungen werden damit begründet, Bürokratie abzubauen. Der Änderungsantrag der Grünen schlägt eine Reihe von Änderungen am Gesetz der Bundesregierung vor. Es wird die im Koalitionsvertrag angekündigte Absenkung der Stromsteuer gefordert. Durch die allgemeine Absenkung des Strompreises entfielen laut Antrag zahlreiche Ausnahmen und Entlastungsregelungen, wodurch das Stromsteuerrecht erheblich vereinfacht werde, was wiederum Verwaltung und Wirtschaft entlasten würde. Zudem würden alle Verbraucher:innen von der Absenkung profitieren und die Elektrifizierung der Wirtschaft werde vorangetrieben. Der Änderungsantrag wurde mit 313 Gegenstimmen der Regierungsfraktionen abgelehnt . Mit Ja stimmten 244 Abgeordnete der Fraktionen BÜNDNIS/DIE GRÜNEN , Die Linke und AfD . Es gab keine Enthaltungen."
6326,2025-11-13,Gesetz zur Beseitigung der Klimaschutzfolgen und Wiederherstellung der Energieinfrastruktur,Energie|Umwelt,Ausschuss für Wirtschaft und Energie,https://dserver.bundestag.de/btd/21/017/2101725.pdf,"Zwei Gesetzentwürfe der AfD-Fraktion zur Beseitigung von Klimaschutzfolgen und Wiederherstellung der Energieinfrastruktur in Deutschland wurden im Bundestag in namentlicher Abstimmung abgelehnt. In einer entsprechenden Beschlussempfehlung des Ausschusses für Wirtschaft und Energie wurde die Ablehnung beider Entwürfe ebenfalls empfohlen. Der Gesetzentwurf der AfD für ein „Klimaschutzfolgenbereinigungsgesetz“ sieht vor, das Atomgesetz zu ändern sowie zahlreiche klima- und energiepolitische Gesetze aufzuheben, darunter das Erneuerbare-Energien-Gesetz (EEG), den Zertifikatehandel, das Gebäudeenergiegesetz (GEG), den Klima- und Transformationsfonds sowie die Gesetze zum Atom- und Kohlestromausstieg. Zudem fordert die Fraktion, das Kyoto-Protokoll von 1997 zu kündigen und aus dem Pariser Klimaabkommen von 2015 auszusteigen. Statt Emissionsminderung will die AfD auf eine Anpassung an Klimafolgen, mehr Vorsorge für Notlagen und eine Energieversorgung aus „nicht volatilen“ Quellen, insbesondere fossilen und nuklearen Kraftwerken setzen. Die AfD-Fraktion bezweifelt einen nennenswerten menschlichen Einfluss auf das Klima und widerspricht damit dem wissenschaftlichen Konsens der Klimawandelforschung. Der „Entwurf eines Gesetzes zur Beseitigung der Klimaschutzfolgen und Wiederherstellung der Energieinfrastruktur in Deutschland - Klimaschutzfolgenbereinigungsgesetz“ wurde mit 443 Nein-Stimmen zu 131 Ja-Stimmen bei keiner Enthaltung abgelehnt . Der zweite Gesetzentwurf zur "" Änderung des Grundgesetzes zur Klimaschutzfolgenbereinigung"" wurde ebenfalls in namentlicher Abstimmung abgelehnt."
6327,2025-11-13,Änderung des Grundgesetzes zur Klimaschutzfolgenbereinigung,Energie|Recht|Umwelt,Ausschuss für Wirtschaft und Energie,https://dserver.bundestag.de/btd/21/017/2101725.pdf,"Zwei Gesetzentwürfe der AfD-Fraktion zur Beseitigung von Klimaschutzfolgen und Wiederherstellung der Energieinfrastruktur in Deutschland wurden im Bundestag in namentlicher Abstimmung abgelehnt. In einer entsprechenden Beschlussempfehlung des Ausschusses für Wirtschaft und Energie wurde die Ablehnung beider Entwürfe ebenfalls empfohlen. Vorgelegt hat die AfD unter anderem einen Gesetzentwurf zur Änderung des Grundgesetzes . Artikel 143h, der erst seit einigen Monaten in Kraft ist, soll dabei ersetzt werden. Das Ziel der Klimaneutralität bis 2045 soll laut Entwurf gestrichen und die dafür vorgesehenen Sondervermögen (bis zu 500 Mrd. Euro für Infrastruktur und Klimaneutralität sowie 100 Mrd. Euro für den Klima- und Transformationsfonds) aufgehoben werden. Zugleich soll für Maßnahmen des Klimaschutzes, wie z.B. die CO₂-Bepreisung sowie die Förderung und Genehmigung von Wind-, Solar-, Bioenergie, Geothermie und Wasserkraft ausdrücklich kein öffentliches Interesse gelten. Stattdessen will die AfD Infrastruktur, Versorgungssicherheit und anpassungsorientierte Umweltpolitik priorisieren, inklusive wetterunabhängiger Energiequellen wie Kernenergie und Kohle. Für zielgenaue Infrastrukturausgaben stünden im Kernhaushalt ausreichende Mittel zur Verfügung. Laut Fraktion seien die Klimaschutzmaßnahmen nicht gerechtfertigt und stellten eine unzulässige Einschränkung von Grundrechten dar. Der Gesetzentwurf zur Änderung des Grundgesetzes wurde mit 432 Nein-Stimmen zu 128 Ja-Stimmen bei keiner Enthaltung abgelehnt . Der zweite Gesetzentwurf zur ""Beseitigung der Klimaschutzfolgen und Wiederherstellung der Energieinfrastruktur"" wurde ebenfalls in namentlicher Abstimmung abgelehnt."
6329,2025-11-13,Zuschuss zu den Übertragungsnetzkosten für das Jahr 2026,"Energie|Öffentliche Finanzen, Steuern und Abgaben",Ausschuss für Wirtschaft und Energie|Haushaltsausschuss,https://dserver.bundestag.de/btd/21/018/2101863.pdf,"Der Bundestag hat einen Gesetzentwurf der Bundesregierung für einen Zuschuss zu den Übertragungsnetzkosten im Jahr 2026 angenommen. Netzbetreiber erhalten dafür insgesamt 6,5 Milliarden Euro aus dem Klima- und Transformationsfonds, damit die Entgelte für die Nutzung der Übertragungsnetze und damit auch die Strompreise für Verbraucher:innen sinken. Der Zuschuss wird durch einen neuen Paragrafen 24c im Energiewirtschaftsgesetz geregelt und soll die Kostenbelastung der Stromkund:innen spürbar dämpfen. Zu dem Gesetzentwurf lag eine Beschlussempfehlung des Ausschusses für Wirtschaft und Energie vor, worin die Annahme in geänderter Fassung empfohlen wurde. Zudem lag ein Bericht des Haushaltsausschusses zur Finanzierbarkeit vor. Der Gesetzentwurf der Bundesregierung wurde mit 309 Ja-Stimmen angenommen . Dagegen stimmte niemand, jedoch gab es 238 Enthaltungen aus der Opposition."
6330,2025-11-13,Änderung des Tierarzneimittelgesetzes und des Apothekengesetzes,Gesundheit,"Ausschuss für Landwirtschaft, Ernährung und Heimat",https://dserver.bundestag.de/btd/21/019/2101938.pdf,"Der Bundestag hat einen Gesetzentwurf der Bundesregierung zur Änderung des Tierarzneimittelgesetzes und des Apothekengesetzes in geänderter Fassung angenommen. Kern des Gesetzes ist es, EU-Vorgaben zur Erfassung des Antibiotikaverbrauchs bei Tieren in Deutschland mit möglichst wenig zusätzlicher Bürokratie umzusetzen. So wird das bislang auf 2026 vorgezogene erste Erfassungsjahr für Antibiotikamengen bei Hunden und Katzen auf das von der EU vorgesehene Jahr 2029 verschoben. Außerdem werden die bisher halbjährlichen Mitteilungspflichten von Tierhalter:innen und Tierärzt:innen im Rahmen des deutschen Antibiotikaminimierungskonzepts auf einen jährlichen Turnus umgestellt. Zugleich wird die Datenerfassung auf bislang nicht erfasste lebensmittelliefernde Tierarten sowie auf Hunde, Katzen, Füchse und Nerze in Pelztierhaltung ausgeweitet. Durch die neuen Regelungen soll eine bessere Datengrundlage zur Verwendung von Antibiotika in der Tierhaltung geschaffen werden. Damit lassen sich Entwicklungen und mögliche Risikofaktoren bei der Antibiotikaanwendung genauer erkennen. Laut Bundesregierung trägt dies zu einem umsichtigeren Einsatz von Antibiotika und damit zur Bekämpfung antibiotikaresistenter Erreger bei. Zugleich bedeutet die Umstellung auf jährliche Meldungen eine Entlastung für Tierärzt:innen sowie Tierhalter:innen. Zu dem Gesetzentwurf lag eine Beschlussempfehlung des Ausschusses für Landwirtschaft, Ernährung und Heimat vor, worin die Annahme des Gesetzes in geänderter Fassung empfohlen wurde. Auf Grundlage der Beschlussempfehlung wurde der Gesetzentwurf der Bundesregierung mit 238 Ja-Stimmen zu 120 Nein-Stimmen bei 28 Enthaltungen angenommen ."
6346,2025-11-26,Etat von Bundeskanzler und Bundeskanzleramt 2026,"Bundestag|Öffentliche Finanzen, Steuern und Abgaben",Haushaltsausschuss,https://dserver.bundestag.de/btd/21/006/2100600.pdf,"Im Rahmen der viertägigen Schlussberatungen zum Bundeshaushalt 2026 fand auch die große Generaldebatte zur Regierungspolitik statt. In der anschließenden namentlichen Abstimmung nahm der Bundestag den Etat des Bundeskanzlers und des Bundeskanzleramts (Einzelplan 04) in namentlicher Abstimmung an. Der Haushalt solle demnach für das Jahr 2026 5,0 Milliarden Euro umfassen, rund 100 Millionen Euro mehr als ursprünglich vorgesehen. Der Beauftragte der Bundesregierung für Kultur und Medien, Wolfram Weimer, soll mit 2,2 Milliarden Euro knapp 200 Millionen mehr ausgeben können als 2025. Mit 18,3 Millionen Euro bleiben die Mittel der Beauftragten der Bundesregierung für Ostdeutschland, Elisabeth Kaiser, nahezu unverändert im Vergleich zum Vorjahr. Neu enthalten im Kanzleretat sind Ausgaben für Sport und Ehrenamt. Dem neu geschaffenen Amt der Staatsministerin für Sport und Ehrenamt stehen 386,5 Millionen Euro zur Verfügung. Zu dem Einzelplan lagen eine Beschlussempfehlung des Haushaltsausschusses sowie eine Ergänzung zu den Beschlussempfehlungen des Haushaltsausschusses vor. Für den Einzelplan zum Etat von Bundeskanzler und Bundeskanzleramt stimmten 324 Abgeordnete, 274 votierten dagegen. Es gab keine Enthaltungen."
6351,2025-11-28,Schlussabstimmung zum Haushaltsgesetz 2026,"Öffentliche Finanzen, Steuern und Abgaben",Haushaltsausschuss,https://dserver.bundestag.de/btd/21/006/2100600.pdf,"In der namentlichen Schlussabstimmung wurde das Haushaltsgesetz 2026 mit einigen Änderungen angenommen. Geplant sind für das Haushaltsjahr 2026 insgesamt Ausgaben in Höhe von 524,54 Milliarden Euro - ein Plus von 21,54 Milliarden Euro im Vergleich zu 2025 und 4,4 Prozent mehr als ursprünglich im Gesetzentwurf der Bundesregierung vorgesehen. 58,35 Milliarden Euro der geplanten Ausgaben sollen dabei auf Investitionen und 449,91 Milliarden Euro auf Verpflichtungsermächtigungen, also Auszahlungen, die erst in den kommenden Haushaltsjahren erfolgen, entfallen. Die Nettokreditaufnahme soll 2026 bei 97,96 Milliarden Euro liegen, auch hier werden höhere Ausgaben angenommen, als ursprünglich von der Regierung angesetzt. Die Einnahmen aus Steuern und steuerähnlichen Abgaben werden mit 387,21 Milliarden Euro veranschlagt (2025: 386,84 Milliarden Euro). Zu dem Regierungsentwurf lagen mehrere Beschlussempfehlungen vor, darunter auch diverse Beschlussempfehlungen zu bestimmten Einzelplänen. Außerdem hat der Haushaltsausschuss einen Bericht zu dem Gesetzentwurf vorgelegt. Das Haushaltsgesetz 2026 wurde in geänderter Fassung mit 322 Ja-Stimmen zu 252 Nein-Stimmen bei keiner Enthaltung angenommen ."
6353,2025-12-03,Visa für afghanische Staatsangehörige mit Aufnahmezusage erteilen,Migration und Aufenthaltsrecht,Innenausschuss,https://dserver.bundestag.de/btd/21/030/2103031.pdf,"In einer namentlichen Abstimmung wurde ein Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN abgelehnt, in welchem die Bundesregierung dazu aufgefordert wurde, alle bestehenden Aufnahmezusagen für afghanische Staatsangehörige konsequent umzusetzen. Laut Antrag sollen Menschen, die über das Bundesaufnahmeprogramm, die Menschenrechtsliste, das Überbrückungsprogramm oder das Ortskräfteverfahren eine Zusage erhalten haben und sicherheitsgeprüft sind, umgehend ein Visum bekommen und nach Deutschland ausgeflogen werden. Auch Afghan:innen, die trotz Aufnahmezusage abgeschoben wurden, sollen nach Pakistan zurückgeholt, ihre Verfahren abgeschlossen und anschließend ebenfalls nach Deutschland gebracht werden. Zudem verlangen die Abgeordeten Klarheit für die Betroffenen. Die Bundesregierung soll ihnen mitteilen, ob ihre Unterbringung in Pakistan sowie die Bearbeitung ihrer Fälle im kommenden Jahr fortgesetzt werden könne und ob weiterhin Visa erteilt werden. Gleichzeitig soll sie mit Pakistan darüber verhandeln, die Frist für die Bearbeitung und Ausreise über den 31. Dezember 2025 hinaus zu verlängern. Die Fraktion begründet ihren Antrag mit einer deutlichen Verschlechterung der Menschenrechtslage und tiefgreifenden Verletzungen der Grundrechte in Afghanistan seit der Machtübernahme der Taliban im August 2021. Der Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN wurde mit 440 Nein-Stimmen zu 130 Ja-Stimmen bei keiner Enthaltung abgelehnt ."
6354,2025-12-04,Besteuerung von Luxusflügen,"Öffentliche Finanzen, Steuern und Abgaben|Umwelt",,https://dserver.bundestag.de/btd/21/030/2103035.pdf,"Im Rahmen der Bundestagsdebatte zur Klimapolitik wurde in namentlicher Abstimmung ein Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN mit dem Titel „Luxusflüge besteuern – Klimaschutz-Lücke im Verkehr endlich angehen“ abgelehnt. In ihrem Antrag weist die Fraktion auf die große Klimaschutzlücke im Verkehrssektor hin. Besonders klimaschädlich seien demnach Luxusflüge und Privatjets, die von einem sehr kleinen Teil der Bevölkerung genutzt werden, aber einen erheblichen Anteil der Flugemissionen verursachen würden. Im Antrag heißt es, dass ein Langstreckenflug in der First Class ungefähr neunmal so klimaschädlich wie in der Economyclass sei. Eine Reiseim Privatjet verursach sogar bis zu 80-mal so hohe Emissionen. Daher fordern die Abgeordneten die Bundesregierung auf, sich der von Frankreich geführten internationalen Allianz anzuschließen und eine progressive Zusatzabgabe auf Privatjetflüge und Premium-Flugtickets einzuführen. Damit sollen CO₂-Emissionen reduziert und Hunderte Millionen Euro zusätzliche Staatseinnahmen erzielt werden. Gegen den Antrag der Grünen stimmten 451 Abgeordnete. Mit Ja stimmten 134 Abgeordnete, es gab keine Enthaltungen."
6355,2025-12-04,Keine Abschaffung der CO2-Bepreisung (Beschlussempfehlung),"Energie|Öffentliche Finanzen, Steuern und Abgaben","Ausschuss für Umwelt, Klimaschutz, Naturschutz und nukleare Sicherheit",https://dserver.bundestag.de/btd/21/002/2100227.pdf,"In einer namentlichen Abstimmung hat sich der Bundestag mit einem Antrag der AfD-Fraktion befasst, die das Gesetz zur Einsparung von Energie und zur Nutzung erneuerbarer Energien zur Wärme- und Kälteerzeugung in Gebäuden (Gebäudeenergiegesetz, GEG) vollständig abschaffen und die CO₂-Bepreisung von Heizöl und Gas ersatzlos streichen möchte. Auch die Umsetzung entsprechender EU-Vorgaben wie der Green Deal sowie der CO₂-Grenzausgleich sollen sofort beendet werden. Die AfD bezweifelt, dass es, wie von der Koalition angekündigt, tatsächlich zu seiner Abschaffung des Heizungsgesetzes kommen werde. Stattdessen werde aus Sicht der Fraktion versucht, Öl- und Gasheizungen indirekt über steigende CO₂-Kosten aus dem Markt zu drängen und so teuer zu machen, dass sich die Besitzer:innen der Heizungen deren Nutzung nicht mehr leisten können. Zu dem Antrag hat der Ausschuss für Umwelt, Klimaschutz, Naturschutz und nukleare Sicherheit eine Beschlussempfehlung abgegeben, worin die Ablehnung empfohlen wird. Die Beschlussempfehlung, die die Ablehnung des Antrags der AfD-Fraktion empfiehlt, wurde mit 442 Ja-Stimmen angenommen . Mit Nein stimmten 138 Abgeordnete, es gab keine Enthaltungen."
6356,2025-12-05,Stabilisierung des Rentenniveaus und Gleichstellung der Kindererziehungszeiten,"Gesellschaftspolitik, soziale Gruppen",Ausschuss für Arbeit und Soziales|Haushaltsausschuss,https://dserver.bundestag.de/btd/21/019/2101929.pdf,"Im Bundestag wurde das Rentenpaket der Bundesregierung angenommen. Namentlich abgestimmt wurde dabei über einen Gesetzentwurf der Bundesregierung , der zentrale Elemente der gesetzlichen Rentenversicherung stabilisieren und weiterentwickeln soll. Hintergrund ist, dass die bisherige Haltelinie für das Rentenniveau (Verhältnis der Rente zum Durchschnittsverdienst) von 48 Prozent Ende 2025 ausläuft und ohne neue Regelung eine Absenkung des Rentenniveaus eintritt. Um dies zu verhindern, soll das Rentenniveau bis 2031 bei 48 Prozent gesichert bleiben. Die daraus entstehenden Mehrkosten soll der Bund übernehmen, sodass der Beitragssatz weitgehend stabil bleiben kann. Ein weiterer Kernpunkt des Gesetzentwurfs ist die vollständige Gleichstellung von Kindererziehungszeiten (auch unter dem Begriff ""Mütterrente"" bekannt). Kindererziehungszeiten erhöhen die Rente, indem sie als Beitragszeiten angerechnet und dafür Rentenpunkte erhalten werden. Für vor 1992 geborene Kinder soll die Anrechnungszeit deshalb um ein weiteres halbes Jahr auf insgesamt drei Jahre verlängert werden – genauso wie bei nach 1992 geborenen Kindern. Auch diese Mehrkosten soll der Bund tragen. Zudem enthält der Entwurf Maßnahmen zur besseren finanziellen Stabilität der Rentenversicherung, etwa durch eine höhere Mindestreserve und vereinfachte Regeln für Bundeszuschüsse. Darüber hinaus sollen Menschen, die die Regelaltersgrenze erreicht haben, künftig leichter zu ihrem bisherigen Arbeitgeber zurückkehren können. Für sie soll das Anschlussverbot bei befristeten Arbeitsverträgen entfallen, um eine freiwillige Weiterarbeit zu erleichtern und den Arbeitsmarkt zu entlasten. Zu dem Gesetzentwurf hat der Ausschuss für Arbeit und Soziales eine Beschlussempfehlung ausgearbeitet, worin die Annahme empfohlen wird. Außerdem hat der Haushaltsausschuss einen Bericht zur Finanzierbarkeit vorgelegt. Der Gesetzentwurf der Bundesregierung zur Stabilisierung des Rentenniveaus und zur vollständigen Gleichstellung der Kindererziehungszeiten wurde mit 318 Stimmen angenommen . 224 Abgeordnete stimmten dagegen, es gab 53 Enthaltungen aus der Fraktion Die Linke sowie von Stefan Seidler (SSW), Nicklas Kappe (CDU) und Konrad Körner (CDU). Folgende sieben Abgeordnete aus der CDU/CSU-Fraktion stimmten gegen den Gesetzentwurf der Bundesregierung: Johannes Winkel , Yannick Bury , Pascal Reddig , Johannes Volkmann , Marvin Schulz , Johannes Wiegelmann und Nicolas Zippelius ."
